contract,mint_number_count,mint_address_count
0x86f6b5b50e980222d04a644fac4f72db99c25ca7,11623,4831
0x8707276df042e89669d69a177d3da7dc78bd8723,8000,1987
0x8716d31fa89581a8ed92a43794096c927ae9a929,936,397
0x87448ce113fffbc45d8b3b3fc39fc7a41d496067,551,455
0x8754045cc20e2fb9505d5de5f59664443b231373,1762,551
0x876293a24441cd7e203a3b9c4c97b2344c5c127d,41398,653
0x878a4e43733e985e57f37440035f35b218093033,1685,891
0x8794ffb49bc980b63b92347456bb55d01c45e309,28940,3414
0x87be7322b1367328878c051dffbeb6b3c61b48a1,3330,1020
0x87d5ef38979dc77c9baffaf8ac4627777dee8370,1155,542
0x881d9c2f229323aad28a9c9045111e30e1f1eb25,987,388
0x883a633b7526f88801d45ab7337a400d8815033b,10178,1916
0x8864a9401418fc4483f57d4b485f04f8d039e884,4553,841
0x88704b0be40bd500596adc842ae3c87b56cd87b3,3115,1132
0x88a309ec1b0134767e2e9cbce2e053d70ce33a81,1856,754
0x88a9878561d259c47131facab6a0a19fd069a08d,2768,771
0x88c5db8ea0f569b76d7eec68ec7f028d145c2dd4,791,494
0x88c8fdc383bb3b2dd876d010ffe8acf721b5b69f,946,511
0x88e5ec2cd644d189719273720b3c66580b4e2dcb,1155,943
0x88fafad2d383834b509c24471955725fcc7ffe0e,1178,364
0x892489221cfead92540ed52ef8ab22aebfb78821,1704,814
0x893c26665665934c50a86a0d3122dfd23c8854fd,2779,968
0x894132db922461108d2d021f5b11ef32a1c6a73d,1740,720
0x8952a0f4294397ffee2fe8a818fce5cdc1c471ce,700,90
0x8968590fe50cdcd1466dd6482b98c103afa18213,166,128
0x89928bc73bc55b8b435213ae5c7ce168ac425508,2010,492
0x89a7e1c4b2e1774ee253bc2816d1ac5f27fb2acd,2904,1342
0x89cdf0025c699ffcc815e9a229f75160f2396c9a,2310,38
0x8a1bde5805aa374d7a3ab015e5f1fa0116de67e3,946,485
0x8a45a88764410d36771add301e5af963cac737b3,3336,1361
0x8a4e39d2e2b88eb7aff9e31ffb1afb4caa096b47,1629,1324
0x8a5c5c052aadf32385c0fa6377a037dedd655288,140,89
0x8a60e2f112d50ec5f193740bd2c0255a3d135d28,747,379
0x8a67ce231ae923b5d54dac8724f18ceb26be7d26,1864,1059
0x8a83a09ea6501aa0a37d96a018c4111e8adffed7,1871,1253
0x8ab02a1585f9d9d5925fc96769f61d38ace4b1fd,1904,501
0x8ab59e32fe4805e4434b82a94a5c22c895a532b7,755,408
0x8b1b42d7da5ec95fd04fe0870627d29906e14f67,529,72
0x8b43bf1b3dc6f0a162d7168e95bc0933cd9ced34,24121,366
0x8b49bea378a622619aa0905fd2c697e51db3a3a4,5404,994
0x8b6f2c6b1e73604be946759549f7f5d9a7aa42c3,5803,488
0x8bd03cf3fb887db0c285d8d0d4dc382c587ba6fe,3051,1406
0x8be0b6aa5c48c40ccbb48cdff41c3c505b0ea78b,1585,1003
0x8bf6838fc8a7bd155a80546b6a82e4aa2ae5603a,4508,2111
0x8c00c9c6c1edcef697acac2e4b7b3678b3ed9d90,642,397
0x8c5207102b1242c8a64fa8e9fd5e8220db71b531,1384,83
0x8c68b805f2cae22ff68fd9c572e7c958cacad7d4,26285,2637
0x8c9931d17c15391ebca244926c0d6def347d6675,3828,1828
0x8cd5b969bdf1f228eb84b5ea6740b069f984dfd7,906,80
0x8cdd2f148d854e62fb3a28d7a7b648e221c9a6ca,7697,3528
0x8cee786d26f2c93c347dc2b42e5cc6139211163e,329,242
0x8cefd21e028f5e2a73e778c5de2946e5a0f6233d,3292,1865
0x8cf7641022fc2a06e18f0e150046c6581458cf4b,325,74
0x8d26ea262a85b17e91599178ec117c5541e5cee9,951,487
0x8d78670143f6c4dcae6544491579b2847b982e5d,418,372
0x8d938cdc23752b08a3f00d01e410578a607b07ee,944,609
0x8e08c421c288e7863919a6f1125e63ab889d097a,83,26
0x8e094bc850929ced3b4280cc031540a897f39706,89,2
0x8e38da647a81a4eb12a9a54226f476af4c2e5530,7303,2523
0x8e3e155a4ad7da9d3aeea0aeecaedb5b4a5fa626,9966,2579
0x8e6a92c8fe0106a62c77c9e4e09b92c81fbf7a80,3333,1277
0x8e6da68d4a928e673b3a24014169515b293ed5a4,22345,10000
0x8e7d9f344c525a4b161bc1959fd217eb34ecd010,29761,2824
0x8e7f920f12b64a9b6a570b40689ff4be510321da,3113,932
0x8e86777feb7a1c659f40fb08733588702f0c973c,910,666
0x8e952b8fc23d1ebfe75b1af991395f1070c9ff67,1434,1149
0x8e9eca24f0cfd2a5d1007e67ef53ebeb5887b774,6400,3386
0x8eb8269c5b27f21e447a9479791e9aa35767ae45,921,680
0x8eca37aece07acb930e211e152ef355814d7d2a6,9807,4373
0x8eca81f0e05dff2ff49348a445776e32d2ab4209,1072,567
0x8ee1bd53b4ccfe5dd75b21ace77aef163ab85519,90,39
0x8ee437b4deb4a11fe53a80ec52a50b71cc5445e7,1521,373
0x8ef59dc8e117a126fb30666f4b4b0275cfb3338d,3097,2257
0x8f238d79f3db3e63965ab7f19d31d361b4ae3bc4,3151,240
0x8f633a66d5d7bb4307de61035e18ceb6f0845913,3493,1935
0x8f91878a9685a5c8561a10d2f7894d3ba6e8ff6a,8619,3586
0x8f98641f16d0c05bfc093b1f9a6be7437878c4fe,1220,313
0x8fe6a578dc8d18b6dc73a772ac5b06d27d1b5a81,709,499
0x90085fb517a0b46676b3efc6a56e255cbd0f22b9,6666,2570
0x900f059588976b96c819665b54c5350e60288f81,3689,1093
0x90224a60436a228b151f3a8178c642073fd7fdef,469,54
0x9041538ae87f287ef78b5576ecf673ae75d31930,1570,1146
0x90626fe46457632fef6902f1c2a051d7d87b365d,1140,155
0x906b8fbd265c5ac4c6dbac8c40d142a84dc0d413,10028,200
0x90849881554ca4bb63173be30387e8f9f8ce3b29,1684,391
0x9085523f082a4542b2052adbd2a96a206546641a,6609,1010
0x90daf3d623967eef84be224ea4b36890de153311,26,21
0x90fb9e53cb640e4552499fe9fd2290dd4c509d32,47,63
0x91528ab8e47110bceb848bedeb6def6c3ebf83c6,1078,456
0x916758c4588d0614488f2c53ddc6c337a245d7d7,6264,1303
0x916a48e7e5c19b04d8b0636679815d981bfbdf8a,3978,630
0x916df25c63afe5047e740a70dfd056bcf963933b,1346,785
0x91aefd2dfd72f8403659e54104a85286126b0cd0,1773,845
0x91d9b268f3d4cdcdaf03672bfe6255c1ce8d6058,4044,1473
0x91edac5abf66e7f41e67c6c6ef4015456ead678a,693,594
0x921a5495c78e27ec94286e632db5f7ec7b625fe5,214,173
0x92818b9b38cdfedeae254b338561d7de3ebe0037,3393,806
0x92843ec8e7db4c10ca91c2a3740ed02fa1ee726d,1167,689
0x92886a9473e2a18c4ab0919781d6a355f96561a2,15937,2819
0x92a2371955d5140b343f5b5193f6adf857da8a0a,704,540
0x92a7aecdb7cfae6c2e53c4d4806bd3e3a17e7890,312,306
0x92c15f79016f0c7765006b9f6fdcc052301ba2da,2553,1408
0x932261f9fc8da46c4a22e31b45c4de60623848bf,56166,44912
0x9328d26d00c7dae5e12982a5730618eb7df031d1,455,94
0x936a6ddf3820d4e0e6f77f125e429bd56298d258,6777,4499
0x938e95271311641dc88fedaa6d7b9afdc875daa9,30,4
0x93c49aab73a9fb40933e947a78d1e70d742d0e6e,400,28
0x9440e5e537b730d138a6d6392eb29d0245150e8f,4135,1456
0x9443b8e58841f8dd85d8b47dba8349cdedfd38df,989,404
0x9443c7066f2ea89de894e0595fd7bbc50087ba27,8877,2683
0x947aa772cc1646a66a90e94ff779ff1e28b009a7,6553,3019
0x949426e5cd9edea3f166d8805d97982e56ac332f,4640,1934
0x9495c4a22c4aed96d8b8030e802d63680af882ac,3052,2396
0x94ab8e298b32c90b6add98744ef7b51462a6bdb1,2476,1634
0x94b9473c71abc903838ae06b0a23dd8d23361318,424,348
0x94dbc85b669fb53ca15285c3c70aaad83ffee54a,2227,1348
0x94dd3177b60e3f4af87926219f81f9e5f905625c,238,143
0x94ee23bd943f2cbb69df49b6e3b1b200da090565,14051,2475
0x950a5b17e9eace24c151e4ce679af01d07c6751b,191,26
0x952b2ddfda0bdfeb59b7ff27e3ff2160b1740b1f,1947,1152
0x953e263601058e0f5a90603ef94944264421bd07,1274,924
0x9544c2d68b5572afb435f13712f282ffa37547a7,1206,591
0x95a5170f1aeb36fd1e0947dbf9b4d55627b4d763,2119,1047
0x95ad727d8676f91af53b80894007e4bc5192cbae,71614,32109
0x95b8b51cfe0a238046d72cf1c050d4603bbd121d,3489,1676
0x95e4d136b2faee01a74877fc3eabdfa8f6421cb9,713,213
0x95ed40e93c75160fdde2cbd6aa8283eb06bd5b37,495,338
0x95f3887baa0da87462413a5c0e21dddfd0717b93,5186,1808
0x96240e050aa19ab0e5c430eb00977909abcb2319,1111,621
0x96417180009f864dab3518b260c6e288649b0ba7,999,14
0x96644b0679f385b07dd9230c50bad131e7445a76,691,383
0x966928fbce341704ce9a10e38220f5121f76a722,1906,1030
0x9677e4a29e2e7f37ec4e6675feaddcaf64617c2b,3593,1511
0x96786b18a448d06b30455df59c90778b1e60f9dc,2292,1185
0x967c33b7d2e12fdea41246b913c939adcaa197ec,1576,1279
0x96a0253db6b0a04c8639408baf25b7f497339be9,5906,2797
0x96b97a374d15bda6483ddc8528e0fa7dba7cfb8e,44,21
0x96bc521ab96aed521e921f542dfbbbdad5622856,90,32
0x96c0ad37a88206723121bfb1f4cc3a4b3163f0a4,1610,673
0x96c411e6d4205a2480ff482f7bfb13a0471b6f7b,5627,2207
0x96d621ec28a065bacdd1a1948c8bdca215e069b8,3908,1396
0x96ecc038173c6197573059e14cab5206030d54e3,1129,431
0x971abdc47483b49fdb24d8de3efce9769aa933b0,1399,871
0x973e7cf876932fa820139287244b66e21b9030bc,5804,1763
0x974a163b4f9d59fa11a9336a80c99f2c0d5b8a44,5025,1540
0x97d75b70bc8cd337d01be24ce12c19916ba22f77,712,55
0x980f7e876d98220abf693b65026823f36f345f79,634,464
0x9830545e187e1b3d2f6c0bf91f28c0ae66959896,2126,744
0x985ae9969d86582acbc05f737f141b6283b7b653,3719,1207
0x985b12a568fa248bf68044050bf3849d1bb55765,2674,1427
0x98779a737c6dea58c4b0e818a13188a5d09fb26c,10183,3220
0x989e5f1da336c8a99a89e41594aa197735443563,14675,646
0x98a30058beb7f9b6461c2b309e541529de6db4d5,1208,797
0x98a4f41cdae6df13088b0ba0f25f688365348f6b,8123,3694
0x98b4182f14b49aac87e3d64b6ae69d3aab1dc913,4452,1456
0x98cd41ec370430e6a478adbf8b2c74dd670385de,3305,1359
0x98db875b88e82555a749b63798255256fce816b7,3548,1825
0x999a01b6af06aafce54fdfe3e550fd6b9f474442,1092,787
0x99b4a59a128838ce39f2b5d24c7415bc8cc1bbe6,631,496
0x99e47b20fa3111274bed1078ed0966847eb24197,79,45
0x99ec5bec774ad5e43ab91c9707744552e7a285a9,392,380
0x99ecdf17ded4fcb6c5f0fe280d21f832af464f67,5560,2955
0x99f979526346cb20b07df858e6e592cfd6f48276,93210,859
0x9a024fff9988d31e69936a42e6ff1c3bb62fff73,9708,2715
0x9a277d395c1ee437de8f9142307ec1d064220f58,338,247
0x9a29a9dbc70ea932637216a2bf9ebe7e60023798,2931,807
0x9a71d5751b28649b8dcef7e41a63ae0afe8cdade,1082,600
0x9a7d44cec18a515ab8844d13ad856b06cba46237,1808,676
0x9aa70c2476cf58ffc22764b7cb0da36223516b89,1222,799
0x9af206bdbebff7b707bc56583ccd4db98fd091fe,3576,1392
0x9af90bb66109d20fcba82b33034a7e57d717ef7c,10,1
0x9b339f8e40b4dcece2847d21716550c44dfc45ed,2324,1362
0x9b438c65c6a8a33983ebbd2b675de52491571903,1043,857
0x9b829cab94b5dfe64e3eba3da875f68bb22e33de,3741,86
0x9b893bafd81ccc6f68544efe85a9ecc2bb6be64f,6125,1277
0x9b8ae244a9eaf99bb5a3c635b58aa5772b725f50,25,2
0x9b9daf4213a172c67b468afe7809b271118c4a1c,3444,1918
0x9bcecd3aa2add8e564a46cd48b79ce8cecbc21ce,2087,545
0x9c046c3bc6eb494cb32ef5f17b907b1813dfc3e4,4434,1072
0x9c285f8e36313fade01a283ab591b3b18b36e50d,688,279
0x9c2d09169060cf448ad368f663b1620242557b1e,3444,1710
0x9c3ab2b03eca42da49c5c503aa1315486c3a4845,6451,575
0x9c458f3db7f9eebf5b05a581c194da30812ab2ab,6141,98
0x9c47154e35a8dd90fedb2c62b4ac25dbb46906d7,4203,2060
0x9c57d0278199c931cf149cc769f37bb7847091e7,10000,3642
0x9c78918459a38b5ccf7940957f76e265415e0f90,1214,700
0x9c7b630b183566a7af2d89ff522cad82ff9668ec,3037,1294
0x9c946bbc6664bb158fa992949f130afe4d25d810,2458,1348
0x9cdb22529956d15a41d99312825723034096ac0c,3214,1349
0x9cec481c2836091cec7a82bd4d0a784f242a6ce3,2088,1313
0x9d00b1a8e37341c58e93f413985f5dc7c24906a0,1288,858
0x9d2abe1e2a5baa65bb2015f7d3e0cf236cbf91af,2331,1031
0x9d2bd0b333fa4b3cd4d0ae9438f13bafee5ada7b,989,521
0x9d393115edca63ac518d59d5cd86a92df3212bd8,62,29
0x9d6cadd5bc12dd910757d138e17fe1cfc2075176,490,438
0x9d9c3afe8f4d3904c200d8f68a17de2dbee1d651,4635,922
0x9db1bc6a8742442325c7e9cc213cc2397389cba5,735,529
0x9dc434f8215a129323493149f4ebb819f3be56d5,1600,604
0x9df36a1d88c2cbcb898c51410f41fb80accbf574,706,566
0x9e0dc3c0898d051c906ce4791799ecb641ab0989,718,636
0x9e2031d278da13b31e8f8c021f336fbadb7d0304,407,381
0x9e2708c5c37d2a3820403cfb46d82b47f27424c0,697,59
0x9e35577836b8ac2e075a8d30e150bb9aafcbb64e,1364,694
0x9e469f3634016f2eab05d34c3939f9e6eae7d913,4126,55
0x9e7e492c26f8bbd2e1c64486c27f023df19245bb,130,55
0x9e858d276f6026c542d6b460884427fdf4be61ce,26700,737
0x9ec1f66d543f780d566bbb7ccaca091e024f5bd0,714,457
0x9ed6cb6c2a567df9f22ba5ad0630be81ea3c05d5,1043,597
0x9f08186c59cbc57faaa868b093a6ba54ab6cd7c1,2344,1089
0x9f1f7b97582d2f55d21a5381536f7b7dce1f0f27,4363,1392
0x9f265bd4a1ada0ce57f9043ffe8aff24b40e4edf,2582,1192
0x9f3977ead0672a564eae184c3df5b88e7730856f,1997,520
0x9f4853789f51400a15e37d4c17629c8d2905155f,5983,84
0x9f5337492622a6234b603563a803d744f30faa0d,591,210
0x9f5c4b4e224d7d2a40ade6cd12f419abfc7258c7,1337,707
0x9f5c7163648a299ce5da6b6aa07abb6d99109c3f,510,57
0x9f731990e5e3fecb4a115ed66f1227171070f0c2,847,109
0x9f7eb50b6f89559c5aaeae8e32f3a31f31714916,1706,48
0x9f9400cbd0975204b7610015fac4e10de473fc4d,14330,3354
0x9fa05b6e3f275a042f6894973b001ba2db030bd7,1112,435
0x9fb99e2f5fe17eae8a5ada876a3060d1feaacd56,1995,393
0x9fcd55c0ec6e731c89e6227635479b7e28f90bcf,4810,1167
0x9fddeec343de44c6c693d879c7944aaed39c77e9,5140,3591
0x9ffbfecfd583e6e4871031cbac653d569bb718c3,3393,76
0xa0207460d31f7d05f600ea1cead0d434ca6db6ed,1727,1018
0xa04d36649b82d89662059e3c3f6ab3001231ef36,1411,837
0xa05b9666900e4992a20b7a1d8d96ff8e5a2243c4,2014,1117
0xa065415dbffac12b2a117333f93135bfc715fcad,707,491
0xa06683b8c2f0508e0da0161e1eb7a6e56a6d56a9,485,394
0xa069a081d0d10c2119a00d6305f19e711ac9b082,9333,5582
0xa0cf515498674029546f3e325cfe7716c552a02e,2754,542
0xa114e99111cd67eeb65c2994090b0843ccd4a612,1231,791
0xa11a3d046ec2d14966cca758e0c59155ed330293,2547,1077
0xa1246fcc2631afb4377c189e68282265d02d6a7e,621,428
0xa15a381a57494f210690ab80bf72203ffffc520a,4806,1500
0xa1626168c67cb21ef5433f52a76e951feb1ebb30,3312,1421
0xa175188bd5b2e5f647f193b81678353c0a16a752,827,387
0xa17e132045681393446bbe0c49825e497e1b84f5,293,25
0xa17f8734ea0240a0e39c17e4674a6cc2e01d692f,3015,1215
0xa1849b0fc5b33f73cba682f0179c4d87366279dd,2486,1202
0xa1979a18d83c95b5ecaafe9dc8138909238538eb,2835,1219
0xa2177f14aad9b44c2fe04ee6731629b8d4e7270c,10009,8388
0xa218ba584a5ee83f4d15d03360fa136890b96b94,2144,1162
0xa21a2326b3d2895d0ca2f0d443007c9fa98dc543,596,516
0xa2748f65c18ee21f6ec1dee9dcee9dcdc2a644bc,3539,1057
0xa2b06e1d927ba52c0eec9c1ed67d144708d7161a,10000,5080
0xa2ba75aae5e7089c6155b5de2447ae1a3803d2d2,7736,2608
0xa2d5633f4b4853b20c115add8db50323b7b3d1e3,1534,796
0xa2e0aee9e32caba843ae7804f50b692f034367da,171,325
0xa33fa42fcf73f54b1341a15a2b8723d7b016aace,3007,192
0xa351b769a01b445c04aa1b8e6275e03ec05c1e75,6681,1372
0xa37d53966166ae40d6e45a3e686a2925738c8f9a,1909,1183
0xa3ac8c2904d0c2cd5d27d78108d1cdf5cbd3ac57,2062,948
0xa3de0f77b6096805af5ae223c1d64b88701edf59,1027,714
0xa3ecc095b592e88ebf1a9ec90817d3e2f362d7e3,5476,4029
0xa3f75e5b025a59beceeb30fdda2428fe4912f83d,2971,2279
0xa40c567dccf3720947d921405b2c1ddf8b0df0c6,4104,1802
0xa419ed60e14e20be13255d421ed5979315e6cd4e,206,41
0xa42d025be7fddf6e4a922faee60bb032273cf8c8,16175,1582
0xa463e0d817c9ddb4affd8a0f2617611fbeb0c1f8,2798,1034
0xa48002be7880d92f97272c6b34b076a2e5ff92fd,5005,1098
0xa48db835f060d479d0e26d4722832c343dca828e,5755,2371
0xa49a0e5ef83cf89ac8aae182f22e6464b229efc8,29257,5438
0xa4a1808be75877192ddf4a97cce77760d1aab31a,1241,875
0xa4b1f1e19a878449bfce12ffcaaf187244c55174,599,289
0xa4b37d6c9e087317be73c39b826189a1f6f8a6d8,3912,2256
0xa4c8a13fee3b19718e45d678c071bde3e33a7302,384,176
0xa4cebb4c1b3ed0a9aaf3342b1333ed086bb38647,1012,1
0xa4e32caaaa113a0be9ace8f5aa366e5943ba8e69,5881,2850
0xa4fcd67994f7e11829220c2ce8b72ae086a5be02,2032,952
0xa509aa28724d4865c30e7fb5f2a949307fa199ed,3077,604
0xa53b64c9448a0101c93e648421a8bbc9d5c25b20,3735,730
0xa54d090772b184e6b5da129eba7d23495ff1f2c2,273,75
0xa57e5a53ad2ea779ce500fb5e02908de0570bae2,660,464
0xa58af4890e35e69a5fa6e23a9b8e49a2ba88a74a,3410,883
0xa58f804a66b43b4854ee649e5f426cf27ab073c7,3214,915
0xa5e2459b67454724555a3ee88ac0e9d0ccd43cd0,1456,893
0xa634eeb21e7bd2c7619fc0894fbfcdd58669307f,69,18
0xa637651cdbdac6d6f17e413dbe2554f1cf7bc867,6414,1050
0xa662bffd9ba13557b6d1bd7672b914216024503d,273,60
0xa66ecc5793123656f6ec94d6cc2fef366bcdff9f,3340,1280
0xa68b93742af9224d819445968907356a5e127707,3436,292
0xa6a57bc509b48d975ab28f18d517da869cf661e9,46,5
0xa6bbbeb4d77d68681b9c5d3043f81558da9e4522,5085,425
0xa6d6570c296857e2c6e71ca5c431d5d2da8f0c30,3046,1404
0xa6d74802a2222d5cce5ea0531159ed878943b54c,3159,1242
0xa6d76618cdc40dc99b3c909b839bafa3af44cb41,2512,723
0xa6edad01bf197b0ff7c1a8a456731bd2081d6940,337,213
0xa6f943dbb53e44a22e438bb06f28d3605b679601,3259,1288
0xa70269724c854866d68c59eae3282ed583f10068,1611,1006
0xa70a98d4ef2d6809365d6a789cc3d98d1d4f3174,1675,788
0xa732df994fb72fae9c809968086f6ea990ef964c,1039,819
0xa73df303ca4f1c3752ea1539323f06db77db43a1,4000,9
0xa7a05e655cbed5356d2fa851e96f7f68e4a6f954,222,949
0xa7b7d4db6f6a217651b23ac9416102ae51550538,538,434
0xa7b9bb7f541125e2ad301fc564621db72cd6e88d,3203,1196
0xa7c7703678844a74829f0ece92489213c8b9cb2d,3969,1633
0xa7d0043760b936c2416e07203ace2546f1dbc9c0,5000,203
0xa7dccae031228af33d581706b5904c2e2ef94d13,486,211
0xa7f1ed7e7a1269b69dc846c7df66db5efb75e1eb,2423,865
0xa8184b1bc6aa03d0e7c78f5c2e2189b7ac0dfab5,2536,1151
0xa81a6bbf12d3187e60640b0fe91df136b9935382,2154,884
0xa820a8af0ad3ae951747ec7a1cdf97dc30cd5155,2328,638
0xa873212913281b27de8ad1943fb0b6b44e307c0c,356,243
0xa88b2d3f3c38df762868c4b7751ed24e5e944a34,1232,869
0xa88f62177468454517c3cd3697e8b5fcbbfa7b51,1786,527
0xa8b728274678a5c6265db70d0c5b3561faedeb9b,2137,1354
0xa8c53a6931ed5c615146cb90beecbe4b768e55bd,1104,611
0xa91a514818165c2f5aa406bf9a94d35b7cbe88d2,10479,3222
0xa9295ad63ed907b29d70874f41b8dd3b5abc98fe,3396,1502
0xa93511b8b8b3da324000aee51b8d9a40491a3cc8,1013,600
0xa9555f8f5e94db80691c03c48c2a5c442708a813,2849,689
0xa959fa787c83d55f7e71ded7159201dcf3592aeb,351,169
0xa96bcdead949c4285b628a2fa1a488a53b81f5c9,361,222
0xa978fc50bd64a273f5537020b88c99f05259f245,1045,771
0xa97d3eb991303cf3b9b759bd026bacb55256e9db,11164,7401
0xaa03e09ab8485e079e666d1c43eca0914bd5ba63,12500,72
0xaa119554c0e26384f163bbddd6c686780763fe31,168,160
0xaa142fda7589fa1936b895ffcfeb18efdd7c4492,1355,878
0xaa406d523656f0baeaf5b407a36b1564cab95111,8439,1436
0xaa604d92a41cb7dfa9dbe8b13d84be48876a6ceb,404,382
0xaa74955674127e98e6ce30f65b676f18c5176f7b,115609,1086
0xaa7a8a1d4c3de30cf7801a8ac835af6fb872bc40,2718,1650
0xaa902a0e9f75af51bd056507c14ed0464b02643c,5248,269
0xaa93359739ce599785d7d1e339df945db1b8132c,416,119
0xaab8630dea3f5ef92d1be09cfe1d225a5a6a37ab,201,1
0xab1c867e6e3009ea2c634bd33c229486232d551a,8413,1338
0xab24af0a7250b462ff2b8a1b826e7815c2ef2def,8584,1352
0xab37b4b462ab4e86f641aa2df2f2375ec0fbf7ac,11442,2896
0xab5015b54f0387413e6a3c5eaa938d28da41bb17,1007,526
0xab638122d1461a2fb63b7aedfaadf1091bf6e93d,413,136
0xab9ad8a1079a66080efa0522a94f303a53302a6b,666,481
0xaba09ad69d0d1fed4167487ff955ea4db81bc260,5437,2868
0xabe0124cb5573fb592420c842d1cd1412e04057c,3237,1361
0xabe47a6502253b810445d352352aee9f39a01989,4176,1660
0xabe7b97730887de0aa949a6751fa411f103e9977,11265,2679
0xac2304e22e016046dbc57afce287eabce5d4f18b,3687,1614
0xac296e5a544691c064dfbd8c1582e0c92618eef9,1463,792
0xac2b4de1553f23bd84b4a1988b50a48801a96d6c,3455,1452
0xac3793d749f9469dc10a90bac90eeada570b3ac9,1246,287
0xac3c4ca212b437229e404ece00e046cf9fcf59ad,66,35
0xac3d871d3431847bdff9eebb42eb51ae06e131c3,7804,5494
0xac56debc541a359b7a406fc4325e4e55848f35d8,1592,877
0xac59f7011aa60f68cf64294700ea58aa135e2fd7,2210,1574
0xac816f55ab8cc40e56a0b26868f52caf8901e833,3839,1075
0xac87febdf7ef7d5f930497cafab9c25d35b932f9,5555,1303
0xac8ee2c4eda98baf5335efb69108cd5a667a21bb,1158,764
0xacd77430d6b3c9d34b33c6d42ac602909dbb0bc1,6655,140
0xacdc5807942652c8cc99076fc402adf4d0770bda,7309,3553
0xacef5efb62c8aef7e0c1572251d2c1d141d2d31c,9081,3682
0xad4b601e4d4504f95002b15d8f9e3d50c05e770c,1521,965
0xad6dba21064022657813661ebe3308efc2813a3e,4012,1179
0xad8c3bdd635e33e14dfc020fcd922ef89aa9bf6e,7655,2686
0xad92d062761de59930ecb340b5443529067356d9,7732,2860
0xadb6be8524e5f862dc948e14cede204a2cec1457,1689,992
0xadc601fede9b340eecebde11262803fafade05b9,1401,72
0xadce85bb3ade193e8df002f39cb9ebfd2d2b7222,5697,1759
0xadd907df5db212ba49f851e7e1ee497481b463c2,1548,775
0xae05eb3d9a983c27d19b22403c8ebbe8c487490d,1099,757
0xae33e64f4aad7b909ba901135ce2007b7a990bf8,660,316
0xae6293e990de973300a97b1f839ea5154cffa6d3,25447,104
0xae675e5cbc9a6534727ced0f0dc6f86a94a4622f,290,54
0xae71d381ced3ba69e951a844e572c0bbef9ac840,2020,2
0xaeb114d96c54a0f7ff57ef6320431ca8305f48e4,3665,1611
0xaebbe1d5985fc32cd9ec9236d211a7f640193095,1375,465
0xaebd7634221695a38b825374cf223e1f1d3f0027,215,128
0xaeca3dbebb88abed8ec20e2811e9fbc9a1642e8e,294,127
0xaee7d92e2303adca81c5e93b3fb39228f9dcb44d,1243,675
0xaef3b3125bc2a3edc8989bf790e9b493c615cbde,341,224
0xaf0143f1fda879b188503b54c2c8572b829fc92d,4715,1166
0xaf0b9c5877837e4a0eae37e6f59c7506e320d7a6,317,248
0xaf28a97ad01c52789b63e0c84bddc6a0e5cd6e3f,384,361
0xaf77af48e73e8f087a8478ef31dcc7f7f0752822,7878,4712
0xafc156b83295aa31ad7ac420b5ab0aa2ac39741c,14127,478
0xafc9e5b2ad2c5ef674afc6af3bfe20364a96f973,71,143
0xafe1e0a1b51eda3774ca1aa9cdfc3e1ba9882d08,1620,794
0xafed2f17c749ed2705a558966cbbb343ff09e02d,8888,2790
0xaff87074c5ddfdccbfc13484f289dd5dca3ec0ac,887,663
0xaffba136913c392f5b4f46a7112b666b0e29735d,3423,1021
0xaffc2d81a06a707cdf2613a364971a2f7c4628c2,11102,617
0xb026375b1efec21beb044d27274cc94e05a28f46,523,232
0xb028813c4ea79f49f6b2ac0cea5317d761c57407,1922,74
0xb02a1125a2b10abd0008ed3967f9cf2b29d358ce,4279,1452
0xb036da6d9790760c74530defc99fe3ce5f10dab4,982,501
0xb0374a529798059f5b1f370f55715a9ea4d2d18d,3474,1539
0xb06d152619195cb60bdf06ffc7e6e31cc2f25f27,454,348
0xb07692f65e864ae188b90d1983939e4516e12cd6,388,54
0xb091aef657291e2c53837ac0a6aad3d2f50aa98d,6771,65
0xb0bb5dec05e2c2b867e55059c0f9f7a3a06ae28b,47,35
0xb0fd91b1b31a674e5fd09c7a73ca08ec2c63a3ae,995,361
0xb1218b1e9d2057a4f5c85555327a348bce4bf6d8,393,226
0xb129258f7fded322a4b6a71184b92a35914166c6,3333,622
0xb1368cfd4ae9fea36a9d9b1d511aeea1fd00bc63,95,27
0xb1530d137d908c6bf8d3ab936b7412602d6f8d01,4310,875
0xb1794c8949e82d9e6f7cb1e718ee284bcb3db35e,1074,593
0xb189c1bb491791196a10082cb6409c98c181df9a,1477,1042
0xb1b6b9e34028e4e0dd4288abf81e11c4d441aeed,1382,838
0xb1ce32c32bc97f907779c0194606ceb5ac6d5cbe,3509,2085
0xb1d52bd9c6f5e065d23e1225f933577df4d33073,853,459
0xb1de8f3dc9121453be28f8ffaff09cc0ae4c476b,5906,1737
0xb2256f1d28bf6ea91f7223aa818c5fa6af2a3595,1478,703
0xb23e7a02105bf291dc99ab0a1feccf3e04b17527,1264,1029
0xb272492c0183d2b3ad3546988bdf0f2306eb268e,11,3
0xb2a4951259c4b086aa0d28764626eb21f495beab,1000,135
0xb2d7f6975caf699b0315f07f76570edb14be54bf,2584,1123
0xb2e17b162cadef1c33fd08fa19dc32d57f2def8c,1522,771
